lead_id,date,ad_id,campaign_id,platform,call_booked,call_completed,sale_won,sale_value,rep_id,country
L018304,2026-06-12,C005-AD03,C005,Google,1,1,0,0.0,R02,UK
L018305,2026-06-12,C005-AD03,C005,Google,1,0,0,0.0,R03,UK
L018306,2026-06-12,C005-AD03,C005,Google,1,1,0,0.0,R02,UAE
L018307,2026-06-12,C005-AD03,C005,Google,1,1,0,0.0,R04,Singapore
L018308,2026-06-12,C005-AD03,C005,Google,0,0,0,0.0,,USA
L018309,2026-06-12,C005-AD03,C005,Google,1,1,0,0.0,R01,UAE
L018310,2026-06-12,C005-AD03,C005,Google,0,0,0,0.0,,USA
L018311,2026-06-12,C005-AD03,C005,Google,1,1,0,0.0,R02,Singapore
L018312,2026-06-12,C005-AD04,C005,Google,1,1,1,33651.57,R02,USA
L018313,2026-06-12,C005-AD04,C005,Google,1,0,0,0.0,R02,UAE
L018314,2026-06-12,C005-AD04,C005,Google,1,1,1,84233.46,R01,India
L018315,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R03,India
L018316,2026-06-12,C005-AD04,C005,Google,1,0,0,0.0,R02,USA
L018317,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R01,India
L018318,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R02,Singapore
L018319,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R01,UK
L018320,2026-06-12,C005-AD04,C005,Google,0,0,0,0.0,,USA
L018321,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R03,UAE
L018322,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R04,UK
L018323,2026-06-12,C005-AD04,C005,Google,0,0,0,0.0,,Singapore
L018324,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R03,India
L018325,2026-06-12,C005-AD04,C005,Google,0,0,0,0.0,,USA
L018326,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R01,USA
L018327,2026-06-12,C005-AD04,C005,Google,1,1,1,71685.61,R02,USA
L018328,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R04,UK
L018329,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R03,USA
L018330,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R03,Singapore
L018331,2026-06-12,C005-AD04,C005,Google,1,0,0,0.0,R01,Singapore
L018332,2026-06-12,C005-AD04,C005,Google,0,0,0,0.0,,UK
L018333,2026-06-12,C005-AD04,C005,Google,1,1,0,0.0,R02,UAE
L018334,2026-06-12,C005-AD04,C005,Google,1,0,0,0.0,R03,India
L018335,2026-06-12,C006-AD01,C006,TikTok,1,0,0,0.0,R01,UK
L018336,2026-06-12,C006-AD01,C006,TikTok,1,0,0,0.0,R03,UAE
L018337,2026-06-12,C006-AD01,C006,TikTok,0,0,0,0.0,,India
L018338,2026-06-12,C006-AD01,C006,TikTok,1,1,1,63578.95,R02,UAE
L018339,2026-06-12,C006-AD01,C006,TikTok,0,0,0,0.0,,India
L018340,2026-06-12,C006-AD01,C006,TikTok,1,0,0,0.0,R04,USA
L018341,2026-06-12,C006-AD01,C006,TikTok,0,0,0,0.0,,UAE
L018342,2026-06-12,C006-AD01,C006,TikTok,0,0,0,0.0,,Singapore
L018343,2026-06-12,C006-AD01,C006,TikTok,1,1,1,69135.48,R04,UK
L018344,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UAE
L018345,2026-06-12,C006-AD02,C006,TikTok,1,0,0,0.0,R01,India
L018346,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L018347,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R04,USA
L018348,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R02,India
L018349,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R02,USA
L018350,2026-06-12,C006-AD02,C006,TikTok,1,0,0,0.0,R02,India
L018351,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UK
L018352,2026-06-12,C006-AD02,C006,TikTok,1,0,0,0.0,R04,India
L018353,2026-06-12,C006-AD02,C006,TikTok,1,0,0,0.0,R02,UK
L018354,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,India
L018355,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R01,Singapore
L018356,2026-06-12,C006-AD02,C006,TikTok,1,0,0,0.0,R02,UAE
L018357,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UK
L018358,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L018359,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R04,India
L018360,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,Singapore
L018361,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UK
L018362,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UK
L018363,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R01,Singapore
L018364,2026-06-12,C006-AD02,C006,TikTok,1,0,0,0.0,R04,Singapore
L018365,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,USA
L018366,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R02,USA
L018367,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,Singapore
L018368,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L018369,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,USA
L018370,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UK
L018371,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R02,Singapore
L018372,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,UAE
L018373,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R03,USA
L018374,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,USA
L018375,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R02,India
L018376,2026-06-12,C006-AD02,C006,TikTok,1,0,0,0.0,R03,UAE
L018377,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R02,India
L018378,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,USA
L018379,2026-06-12,C006-AD02,C006,TikTok,0,0,0,0.0,,UAE
L018380,2026-06-12,C006-AD02,C006,TikTok,1,1,0,0.0,R04,USA
L018381,2026-06-12,C006-AD03,C006,TikTok,1,1,1,49960.9,R01,UK
L018382,2026-06-12,C006-AD03,C006,TikTok,1,1,1,75079.47,R04,Singapore
L018383,2026-06-12,C006-AD03,C006,TikTok,1,1,0,0.0,R04,India
L018384,2026-06-12,C006-AD03,C006,TikTok,0,0,0,0.0,,UK
L018385,2026-06-12,C006-AD03,C006,TikTok,1,0,0,0.0,R02,USA
L018386,2026-06-12,C006-AD03,C006,TikTok,0,0,0,0.0,,India
L018387,2026-06-12,C006-AD03,C006,TikTok,1,1,0,0.0,R01,UAE
L018388,2026-06-12,C006-AD03,C006,TikTok,1,0,0,0.0,R02,USA
L018389,2026-06-12,C006-AD03,C006,TikTok,0,0,0,0.0,,USA
L018390,2026-06-12,C006-AD03,C006,TikTok,1,1,0,0.0,R01,India
L018391,2026-06-12,C006-AD03,C006,TikTok,1,0,0,0.0,R03,India
L018392,2026-06-12,C006-AD03,C006,TikTok,1,0,0,0.0,R01,UAE
L018393,2026-06-12,C006-AD03,C006,TikTok,1,1,0,0.0,R03,UAE
L018394,2026-06-12,C006-AD03,C006,TikTok,0,0,0,0.0,,UAE
L018395,2026-06-12,C006-AD03,C006,TikTok,0,0,0,0.0,,Singapore
L018396,2026-06-12,C006-AD03,C006,TikTok,1,1,0,0.0,R04,Singapore
L018397,2026-06-12,C006-AD03,C006,TikTok,0,0,0,0.0,,UAE
L018398,2026-06-12,C006-AD03,C006,TikTok,1,1,0,0.0,R04,Singapore
L018399,2026-06-12,C006-AD03,C006,TikTok,0,0,0,0.0,,UAE
L018400,2026-06-12,C007-AD01,C007,Referral,1,0,0,0.0,R01,UK
L018401,2026-06-12,C007-AD02,C007,Referral,1,1,0,0.0,R02,India
L018402,2026-06-12,C008-AD01,C008,Email,1,1,0,0.0,R01,UK
L018403,2026-06-12,C008-AD01,C008,Email,0,0,0,0.0,,UK
L018404,2026-06-12,C008-AD02,C008,Email,1,0,0,0.0,R01,UK
L018405,2026-06-13,C001-AD01,C001,Facebook,1,1,0,0.0,R04,USA
L018406,2026-06-13,C001-AD01,C001,Facebook,0,0,0,0.0,,India
L018407,2026-06-13,C001-AD01,C001,Facebook,1,1,0,0.0,R01,India
L018408,2026-06-13,C001-AD01,C001,Facebook,1,1,0,0.0,R01,UK
L018409,2026-06-13,C001-AD01,C001,Facebook,1,0,0,0.0,R01,Singapore
L018410,2026-06-13,C001-AD01,C001,Facebook,1,0,0,0.0,R04,India
L018411,2026-06-13,C001-AD01,C001,Facebook,0,0,0,0.0,,Singapore
L018412,2026-06-13,C001-AD01,C001,Facebook,1,1,0,0.0,R02,UAE
L018413,2026-06-13,C001-AD02,C001,Facebook,0,0,0,0.0,,UAE
L018414,2026-06-13,C001-AD02,C001,Facebook,0,0,0,0.0,,USA
L018415,2026-06-13,C001-AD02,C001,Facebook,1,1,0,0.0,R03,India
L018416,2026-06-13,C001-AD02,C001,Facebook,0,0,0,0.0,,Singapore
L018417,2026-06-13,C001-AD02,C001,Facebook,0,0,0,0.0,,UAE
L018418,2026-06-13,C001-AD02,C001,Facebook,1,0,0,0.0,R02,UAE
L018419,2026-06-13,C001-AD02,C001,Facebook,1,1,0,0.0,R03,UAE
L018420,2026-06-13,C001-AD02,C001,Facebook,1,0,0,0.0,R03,UAE
L018421,2026-06-13,C001-AD02,C001,Facebook,1,1,0,0.0,R01,Singapore
L018422,2026-06-13,C001-AD02,C001,Facebook,0,0,0,0.0,,UAE
L018423,2026-06-13,C001-AD02,C001,Facebook,0,0,0,0.0,,UK
L018424,2026-06-13,C001-AD02,C001,Facebook,1,0,0,0.0,R04,UK
L018425,2026-06-13,C001-AD02,C001,Facebook,1,1,0,0.0,R04,UAE
L018426,2026-06-13,C001-AD02,C001,Facebook,1,1,0,0.0,R03,Singapore
L018427,2026-06-13,C001-AD02,C001,Facebook,0,0,0,0.0,,USA
L018428,2026-06-13,C001-AD02,C001,Facebook,1,1,0,0.0,R02,UK
L018429,2026-06-13,C001-AD03,C001,Facebook,1,1,0,0.0,R04,Singapore
L018430,2026-06-13,C001-AD03,C001,Facebook,0,0,0,0.0,,India
L018431,2026-06-13,C001-AD03,C001,Facebook,0,0,0,0.0,,USA
L018432,2026-06-13,C001-AD03,C001,Facebook,1,0,0,0.0,R03,India
L018433,2026-06-13,C001-AD03,C001,Facebook,0,0,0,0.0,,USA
L018434,2026-06-13,C001-AD03,C001,Facebook,1,1,1,62218.52,R01,UK
L018435,2026-06-13,C001-AD03,C001,Facebook,0,0,0,0.0,,UAE
L018436,2026-06-13,C001-AD03,C001,Facebook,1,1,1,59572.46,R04,India
L018437,2026-06-13,C001-AD03,C001,Facebook,1,0,0,0.0,R02,Singapore
L018438,2026-06-13,C001-AD03,C001,Facebook,1,1,1,17004.34,R04,India
L018439,2026-06-13,C001-AD03,C001,Facebook,1,1,0,0.0,R03,Singapore
L018440,2026-06-13,C001-AD03,C001,Facebook,1,1,0,0.0,R03,UAE
L018441,2026-06-13,C001-AD03,C001,Facebook,0,0,0,0.0,,UAE
L018442,2026-06-13,C001-AD03,C001,Facebook,1,1,1,73265.42,R04,USA
L018443,2026-06-13,C001-AD03,C001,Facebook,1,1,0,0.0,R03,USA
L018444,2026-06-13,C001-AD03,C001,Facebook,1,0,0,0.0,R03,Singapore
L018445,2026-06-13,C001-AD03,C001,Facebook,1,1,0,0.0,R01,USA
L018446,2026-06-13,C001-AD03,C001,Facebook,0,0,0,0.0,,Singapore
L018447,2026-06-13,C001-AD03,C001,Facebook,0,0,0,0.0,,UK
L018448,2026-06-13,C001-AD03,C001,Facebook,1,1,0,0.0,R04,UK
L018449,2026-06-13,C001-AD04,C001,Facebook,1,1,0,0.0,R02,Singapore
L018450,2026-06-13,C001-AD04,C001,Facebook,0,0,0,0.0,,Singapore
L018451,2026-06-13,C001-AD04,C001,Facebook,1,1,0,0.0,R01,India
L018452,2026-06-13,C001-AD04,C001,Facebook,1,1,0,0.0,R04,USA
L018453,2026-06-13,C001-AD04,C001,Facebook,1,1,0,0.0,R04,India
L018454,2026-06-13,C001-AD04,C001,Facebook,1,0,0,0.0,R03,USA
L018455,2026-06-13,C001-AD04,C001,Facebook,1,1,0,0.0,R02,USA
L018456,2026-06-13,C001-AD04,C001,Facebook,1,1,1,50166.24,R03,UK
L018457,2026-06-13,C001-AD04,C001,Facebook,0,0,0,0.0,,USA
L018458,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R02,UK
L018459,2026-06-13,C002-AD01,C002,Facebook,1,0,0,0.0,R04,UK
L018460,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R01,India
L018461,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,India
L018462,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,India
L018463,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R02,UAE
L018464,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,Singapore
L018465,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R04,UAE
L018466,2026-06-13,C002-AD01,C002,Facebook,1,0,0,0.0,R04,UAE
L018467,2026-06-13,C002-AD01,C002,Facebook,1,0,0,0.0,R03,Singapore
L018468,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R03,UK
L018469,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R04,Singapore
L018470,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R03,USA
L018471,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R01,Singapore
L018472,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,India
L018473,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,India
L018474,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R01,UAE
L018475,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R03,India
L018476,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R02,USA
L018477,2026-06-13,C002-AD01,C002,Facebook,1,0,0,0.0,R04,Singapore
L018478,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L018479,2026-06-13,C002-AD01,C002,Facebook,1,0,0,0.0,R01,India
L018480,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,Singapore
L018481,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R03,Singapore
L018482,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R04,India
L018483,2026-06-13,C002-AD01,C002,Facebook,1,0,0,0.0,R02,UK
L018484,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R04,UAE
L018485,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R02,UK
L018486,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R03,USA
L018487,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R01,UK
L018488,2026-06-13,C002-AD01,C002,Facebook,1,0,0,0.0,R02,India
L018489,2026-06-13,C002-AD01,C002,Facebook,1,1,0,0.0,R01,UK
L018490,2026-06-13,C002-AD01,C002,Facebook,0,0,0,0.0,,UK
L018491,2026-06-13,C002-AD02,C002,Facebook,1,1,0,0.0,R02,Singapore
L018492,2026-06-13,C002-AD02,C002,Facebook,0,0,0,0.0,,USA
L018493,2026-06-13,C002-AD02,C002,Facebook,0,0,0,0.0,,UAE
L018494,2026-06-13,C002-AD02,C002,Facebook,0,0,0,0.0,,USA
L018495,2026-06-13,C002-AD02,C002,Facebook,1,0,0,0.0,R03,India
L018496,2026-06-13,C003-AD01,C003,Instagram,1,1,1,59144.41,R03,USA
L018497,2026-06-13,C003-AD01,C003,Instagram,1,0,0,0.0,R04,UAE
L018498,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R04,Singapore
L018499,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R02,UK
L018500,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R03,India
L018501,2026-06-13,C003-AD01,C003,Instagram,1,1,1,64764.07,R04,India
L018502,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R01,UAE
L018503,2026-06-13,C003-AD01,C003,Instagram,1,1,1,25848.14,R02,Singapore
L018504,2026-06-13,C003-AD01,C003,Instagram,0,0,0,0.0,,UK
L018505,2026-06-13,C003-AD01,C003,Instagram,0,0,0,0.0,,USA
L018506,2026-06-13,C003-AD01,C003,Instagram,0,0,0,0.0,,USA
L018507,2026-06-13,C003-AD01,C003,Instagram,1,0,0,0.0,R02,UAE
L018508,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R04,Singapore
L018509,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R04,USA
L018510,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R04,India
L018511,2026-06-13,C003-AD01,C003,Instagram,1,1,0,0.0,R03,Singapore
L018512,2026-06-13,C003-AD02,C003,Instagram,0,0,0,0.0,,India
L018513,2026-06-13,C003-AD02,C003,Instagram,1,1,0,0.0,R01,India
L018514,2026-06-13,C003-AD02,C003,Instagram,1,1,0,0.0,R01,USA
L018515,2026-06-13,C003-AD02,C003,Instagram,1,1,1,22075.31,R02,UK
L018516,2026-06-13,C003-AD02,C003,Instagram,0,0,0,0.0,,USA
L018517,2026-06-13,C003-AD02,C003,Instagram,0,0,0,0.0,,USA
L018518,2026-06-13,C003-AD03,C003,Instagram,0,0,0,0.0,,USA
L018519,2026-06-13,C003-AD03,C003,Instagram,1,1,0,0.0,R03,USA
L018520,2026-06-13,C003-AD03,C003,Instagram,1,1,0,0.0,R03,UAE
L018521,2026-06-13,C003-AD03,C003,Instagram,1,1,0,0.0,R03,India
L018522,2026-06-13,C003-AD03,C003,Instagram,0,0,0,0.0,,USA
L018523,2026-06-13,C003-AD03,C003,Instagram,0,0,0,0.0,,India
L018524,2026-06-13,C003-AD03,C003,Instagram,1,1,0,0.0,R03,UK
L018525,2026-06-13,C003-AD03,C003,Instagram,0,0,0,0.0,,USA
L018526,2026-06-13,C003-AD03,C003,Instagram,0,0,0,0.0,,India
L018527,2026-06-13,C003-AD03,C003,Instagram,0,0,0,0.0,,UK
L018528,2026-06-13,C003-AD03,C003,Instagram,0,0,0,0.0,,USA
L018529,2026-06-13,C003-AD04,C003,Instagram,1,1,0,0.0,R01,UAE
L018530,2026-06-13,C003-AD04,C003,Instagram,0,0,0,0.0,,UK
L018531,2026-06-13,C003-AD04,C003,Instagram,1,1,0,0.0,R03,Singapore
L018532,2026-06-13,C003-AD04,C003,Instagram,1,1,0,0.0,R04,UAE
L018533,2026-06-13,C003-AD04,C003,Instagram,0,0,0,0.0,,USA
L018534,2026-06-13,C003-AD04,C003,Instagram,1,1,0,0.0,R04,UK
L018535,2026-06-13,C003-AD04,C003,Instagram,0,0,0,0.0,,India
L018536,2026-06-13,C003-AD04,C003,Instagram,1,0,0,0.0,R04,UK
L018537,2026-06-13,C003-AD04,C003,Instagram,0,0,0,0.0,,India
L018538,2026-06-13,C003-AD04,C003,Instagram,1,1,0,0.0,R04,USA
L018539,2026-06-13,C003-AD04,C003,Instagram,1,0,0,0.0,R01,Singapore
L018540,2026-06-13,C003-AD04,C003,Instagram,0,0,0,0.0,,Singapore
L018541,2026-06-13,C003-AD04,C003,Instagram,0,0,0,0.0,,USA
L018542,2026-06-13,C003-AD04,C003,Instagram,0,0,0,0.0,,UK
L018543,2026-06-13,C003-AD04,C003,Instagram,1,1,0,0.0,R01,USA
L018544,2026-06-13,C003-AD04,C003,Instagram,1,1,0,0.0,R02,Singapore
L018545,2026-06-13,C004-AD01,C004,Google,1,1,1,61835.23,R02,USA
L018546,2026-06-13,C004-AD01,C004,Google,1,1,1,71934.91,R01,USA
L018547,2026-06-13,C004-AD01,C004,Google,1,1,0,0.0,R04,UAE
L018548,2026-06-13,C004-AD01,C004,Google,0,0,0,0.0,,USA
L018549,2026-06-13,C004-AD01,C004,Google,1,1,0,0.0,R01,USA
L018550,2026-06-13,C004-AD01,C004,Google,1,0,0,0.0,R04,UAE
L018551,2026-06-13,C004-AD01,C004,Google,0,0,0,0.0,,India
L018552,2026-06-13,C004-AD01,C004,Google,0,0,0,0.0,,India
L018553,2026-06-13,C004-AD01,C004,Google,1,0,0,0.0,R03,Singapore
L018554,2026-06-13,C004-AD01,C004,Google,1,1,0,0.0,R02,Singapore
L018555,2026-06-13,C004-AD01,C004,Google,0,0,0,0.0,,UAE
L018556,2026-06-13,C004-AD01,C004,Google,0,0,0,0.0,,Singapore
L018557,2026-06-13,C004-AD02,C004,Google,1,0,0,0.0,R04,UK
L018558,2026-06-13,C004-AD02,C004,Google,1,0,0,0.0,R03,Singapore
L018559,2026-06-13,C004-AD02,C004,Google,1,1,0,0.0,R01,India
L018560,2026-06-13,C004-AD02,C004,Google,1,1,0,0.0,R04,India
L018561,2026-06-13,C004-AD02,C004,Google,1,1,1,28134.16,R01,India
L018562,2026-06-13,C004-AD02,C004,Google,1,0,0,0.0,R03,India
L018563,2026-06-13,C004-AD02,C004,Google,0,0,0,0.0,,UAE
L018564,2026-06-13,C004-AD02,C004,Google,1,1,0,0.0,R01,UK
L018565,2026-06-13,C004-AD02,C004,Google,1,1,0,0.0,R04,India
L018566,2026-06-13,C004-AD02,C004,Google,0,0,0,0.0,,UK
L018567,2026-06-13,C004-AD02,C004,Google,1,0,0,0.0,R04,UK
L018568,2026-06-13,C004-AD02,C004,Google,0,0,0,0.0,,India
L018569,2026-06-13,C004-AD02,C004,Google,0,0,0,0.0,,India
L018570,2026-06-13,C004-AD02,C004,Google,0,0,0,0.0,,UAE
L018571,2026-06-13,C004-AD02,C004,Google,1,1,0,0.0,R03,USA
L018572,2026-06-13,C004-AD02,C004,Google,1,0,0,0.0,R02,Singapore
L018573,2026-06-13,C004-AD02,C004,Google,0,0,0,0.0,,India
L018574,2026-06-13,C005-AD01,C005,Google,0,0,0,0.0,,UK
L018575,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R04,India
L018576,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R02,UK
L018577,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R01,India
L018578,2026-06-13,C005-AD01,C005,Google,0,0,0,0.0,,UAE
L018579,2026-06-13,C005-AD01,C005,Google,1,0,0,0.0,R02,UK
L018580,2026-06-13,C005-AD01,C005,Google,0,0,0,0.0,,UK
L018581,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R01,USA
L018582,2026-06-13,C005-AD01,C005,Google,0,0,0,0.0,,UK
L018583,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R03,USA
L018584,2026-06-13,C005-AD01,C005,Google,0,0,0,0.0,,USA
L018585,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R01,India
L018586,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R04,USA
L018587,2026-06-13,C005-AD01,C005,Google,1,1,0,0.0,R03,Singapore
L018588,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R01,UK
L018589,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,USA
L018590,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R03,India
L018591,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L018592,2026-06-13,C005-AD02,C005,Google,1,1,1,59413.03,R01,USA
L018593,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,UK
L018594,2026-06-13,C005-AD02,C005,Google,1,0,0,0.0,R03,Singapore
L018595,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R03,USA
L018596,2026-06-13,C005-AD02,C005,Google,1,1,1,48766.69,R02,UK
L018597,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,India
L018598,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R02,Singapore
L018599,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L018600,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R01,USA
L018601,2026-06-13,C005-AD02,C005,Google,1,0,0,0.0,R01,UK
L018602,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R04,UK
L018603,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,USA
L018604,2026-06-13,C005-AD02,C005,Google,1,0,0,0.0,R02,UAE
L018605,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R02,UK
L018606,2026-06-13,C005-AD02,C005,Google,1,1,1,77505.03,R02,USA
L018607,2026-06-13,C005-AD02,C005,Google,1,0,0,0.0,R04,UK
L018608,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R01,USA
L018609,2026-06-13,C005-AD02,C005,Google,1,1,1,48615.36,R02,UK
L018610,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R01,UAE
L018611,2026-06-13,C005-AD02,C005,Google,1,0,0,0.0,R03,UAE
L018612,2026-06-13,C005-AD02,C005,Google,1,1,1,71261.95,R02,UAE
L018613,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R01,UK
L018614,2026-06-13,C005-AD02,C005,Google,1,0,0,0.0,R01,India
L018615,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,India
L018616,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R03,Singapore
L018617,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R04,USA
L018618,2026-06-13,C005-AD02,C005,Google,1,1,0,0.0,R03,Singapore
L018619,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L018620,2026-06-13,C005-AD02,C005,Google,0,0,0,0.0,,India
L018621,2026-06-13,C005-AD03,C005,Google,1,1,1,67470.88,R01,USA
L018622,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,UAE
L018623,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,UAE
L018624,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,India
L018625,2026-06-13,C005-AD03,C005,Google,1,1,0,0.0,R01,UK
L018626,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,UAE
L018627,2026-06-13,C005-AD03,C005,Google,1,1,0,0.0,R01,India
L018628,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
L018629,2026-06-13,C005-AD03,C005,Google,1,1,0,0.0,R01,UK
L018630,2026-06-13,C005-AD03,C005,Google,1,1,0,0.0,R02,Singapore
L018631,2026-06-13,C005-AD03,C005,Google,1,0,0,0.0,R03,UK
L018632,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,India
L018633,2026-06-13,C005-AD03,C005,Google,1,1,0,0.0,R04,UK
L018634,2026-06-13,C005-AD03,C005,Google,1,1,0,0.0,R04,UAE
L018635,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,India
L018636,2026-06-13,C005-AD03,C005,Google,1,0,0,0.0,R04,Singapore
L018637,2026-06-13,C005-AD03,C005,Google,1,0,0,0.0,R02,UK
L018638,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,UAE
L018639,2026-06-13,C005-AD03,C005,Google,1,0,0,0.0,R04,UK
L018640,2026-06-13,C005-AD03,C005,Google,1,1,0,0.0,R02,UK
L018641,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,India
L018642,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
L018643,2026-06-13,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
